perfil;rodada;dia;posicao_no_dia;id_exercicio;grupo_muscular;sob_cautela;qtd_series;qtd_repeticoes;tempo_descanso_s;objetivo;dentro_da_faixa_literatura
P3;8;1;2;45;adutores;nao;3;15;40;emagrecimento;sim
P3;8;1;3;48;abdutores;nao;3;15;40;emagrecimento;sim
P3;8;1;4;70;costas;nao;3;15;45;emagrecimento;sim
P3;8;2;1;62;biceps;nao;3;16;45;emagrecimento;sim
P3;8;2;2;53;peito;nao;3;15;40;emagrecimento;sim
P3;8;2;3;58;ombro;nao;3;15;40;emagrecimento;sim
P3;8;2;4;64;triceps;nao;3;16;35;emagrecimento;sim
P3;9;1;1;45;adutores;nao;3;18;40;emagrecimento;sim
P3;9;1;2;48;abdutores;nao;3;18;40;emagrecimento;sim
P3;9;1;3;58;ombro;nao;3;15;35;emagrecimento;sim
P3;9;1;4;59;ombro;nao;3;15;35;emagrecimento;sim
P3;9;2;1;70;costas;nao;3;16;40;emagrecimento;sim
P3;9;2;2;76;costas;nao;3;16;40;emagrecimento;sim
P3;9;2;3;77;costas;nao;3;15;35;emagrecimento;sim
P3;9;2;4;48;abdutores;nao;3;18;40;emagrecimento;sim
P3;10;1;1;70;costas;nao;4;12;45;emagrecimento;sim
P3;10;1;2;45;adutores;nao;3;14;40;emagrecimento;sim
P3;10;1;3;48;abdutores;nao;3;14;40;emagrecimento;sim
P3;10;1;4;58;ombro;nao;3;15;35;emagrecimento;sim
P3;10;2;1;76;costas;nao;4;12;45;emagrecimento;sim
P3;10;2;2;77;costas;nao;3;14;40;emagrecimento;sim
P3;10;2;3;62;biceps;nao;3;14;40;emagrecimento;sim
P3;10;2;4;68;triceps;nao;3;15;35;emagrecimento;sim
P4;1;1;1;53;peito;nao;3;15;45;condicionamento;sim
P4;1;1;2;75;costas;nao;3;15;45;condicionamento;sim
P4;1;1;3;54;peito;nao;3;16;40;condicionamento;sim
P4;1;1;4;76;costas;nao;3;15;40;condicionamento;sim
P4;1;1;5;48;abdutores;nao;2;18;30;condicionamento;sim
P4;1;2;1;62;biceps;nao;3;16;45;condicionamento;sim
P4;1;2;2;68;triceps;nao;3;15;45;condicionamento;sim
P4;1;2;3;61;biceps;nao;2;15;40;condicionamento;sim
P4;1;2;4;65;triceps;nao;2;16;40;condicionamento;sim
P4;1;2;5;49;panturrilha;nao;3;20;30;condicionamento;sim
P4;1;3;1;42;quadriceps;nao;3;16;50;condicionamento;sim
P4;1;3;2;44;isquiotibiais;nao;3;15;45;condicionamento;sim
P4;1;3;3;45;adutores;nao;3;16;40;condicionamento;sim
P4;1;3;4;50;panturrilha;nao;2;18;30;condicionamento;sim
P4;1;4;1;73;costas;nao;3;15;45;condicionamento;sim
P4;1;4;2;55;peito;nao;3;16;45;condicionamento;sim
P4;1;4;3;77;costas;nao;3;15;40;condicionamento;sim
P4;1;4;4;59;ombro;nao;3;15;35;condicionamento;sim
P4;1;4;5;49;panturrilha;nao;2;18;30;condicionamento;sim
P4;1;5;1;42;quadriceps;nao;3;15;50;condicionamento;sim
P4;1;5;2;44;isquiotibiais;nao;3;16;45;condicionamento;sim
P4;1;5;3;60;biceps;nao;3;15;40;condicionamento;sim
P4;1;5;4;64;triceps;nao;3;16;40;condicionamento;sim
P4;1;5;5;48;abdutores;nao;2;18;30;condicionamento;sim
P4;2;1;1;53;peito;nao;3;15;45;condicionamento;sim
P4;2;1;2;54;peito;nao;3;15;45;condicionamento;sim
P4;2;1;3;68;triceps;nao;3;16;40;condicionamento;sim
P4;2;1;4;65;triceps;nao;3;16;40;condicionamento;sim
P4;2;1;5;55;peito;nao;2;18;35;condicionamento;sim
P4;2;2;1;73;costas;nao;3;15;45;condicionamento;sim
P4;2;2;2;75;costas;nao;3;15;45;condicionamento;sim
P4;2;2;3;62;biceps;nao;3;16;40;condicionamento;sim
P4;2;2;4;60;biceps;nao;3;16;40;condicionamento;sim
P4;2;2;5;76;costas;nao;2;18;35;condicionamento;sim
P4;2;3;1;42;quadriceps;nao;3;15;45;condicionamento;sim
P4;2;3;2;44;isquiotibiais;nao;3;15;45;condicionamento;sim
P4;2;3;3;48;abdutores;nao;3;16;40;condicionamento;sim
P4;2;3;4;49;panturrilha;nao;3;18;35;condicionamento;sim
P4;2;3;5;45;adutores;nao;2;18;35;condicionamento;sim
P4;2;4;1;59;ombro;nao;3;15;45;condicionamento;sim
P4;2;4;2;76;costas;nao;3;15;40;condicionamento;sim
P4;2;4;3;62;biceps;nao;3;16;40;condicionamento;sim
P4;2;4;4;64;triceps;nao;3;16;40;condicionamento;sim
P4;2;4;5;50;panturrilha;nao;2;18;35;condicionamento;sim
P4;2;5;1;75;costas;nao;3;15;40;condicionamento;sim
P4;2;5;2;42;quadriceps;nao;3;15;40;condicionamento;sim
P4;2;5;3;61;biceps;nao;3;16;40;condicionamento;sim
P4;2;5;4;69;triceps;nao;3;16;40;condicionamento;sim
P4;2;5;5;77;costas;nao;2;18;35;condicionamento;sim
P4;3;1;1;53;peito;nao;3;12;45;condicionamento;sim
P4;3;1;2;55;peito;nao;3;12;45;condicionamento;sim
P4;3;1;3;68;triceps;nao;3;12;45;condicionamento;sim
P4;3;1;4;65;triceps;nao;3;12;45;condicionamento;sim
P4;3;1;5;49;panturrilha;nao;3;15;45;condicionamento;sim
P4;3;2;1;75;costas;nao;3;12;50;condicionamento;sim
P4;3;2;2;77;costas;nao;3;12;50;condicionamento;sim
P4;3;2;3;62;biceps;nao;3;12;45;condicionamento;sim
P4;3;2;4;60;biceps;nao;3;12;45;condicionamento;sim
P4;3;2;5;48;abdutores;nao;3;15;45;condicionamento;sim
P4;3;3;1;42;quadriceps;nao;3;12;50;condicionamento;sim
P4;3;3;2;44;isquiotibiais;nao;3;12;50;condicionamento;sim
P4;3;3;3;50;panturrilha;nao;3;15;45;condicionamento;sim
P4;3;3;4;76;costas;nao;3;12;45;condicionamento;sim
P4;3;4;1;56;peito;nao;3;12;45;condicionamento;sim
P4;3;4;2;54;peito;nao;3;12;45;condicionamento;sim
P4;3;4;3;59;ombro;nao;3;12;45;condicionamento;sim
P4;3;4;4;63;biceps;nao;3;12;45;condicionamento;sim
P4;3;4;5;45;adutores;nao;3;15;45;condicionamento;sim
P4;3;5;1;73;costas;nao;3;12;50;condicionamento;sim
P4;3;5;2;76;costas;nao;3;12;50;condicionamento;sim
P4;3;5;3;66;triceps;nao;3;12;45;condicionamento;sim
P4;3;5;4;69;triceps;nao;3;12;45;condicionamento;sim
P4;3;5;5;61;biceps;nao;3;12;45;condicionamento;sim
P4;4;1;1;75;costas;nao;3;12;45;condicionamento;sim
P4;4;1;2;53;peito;nao;3;12;45;condicionamento;sim
P4;4;1;3;73;costas;nao;3;12;45;condicionamento;sim
P4;4;1;4;54;peito;nao;3;15;30;condicionamento;sim
P4;4;1;5;76;costas;nao;3;15;30;condicionamento;sim
P4;4;1;6;55;peito;nao;3;15;30;condicionamento;sim
P4;4;2;1;42;quadriceps;nao;3;12;45;condicionamento;sim
P4;4;2;2;44;isquiotibiais;nao;3;12;45;condicionamento;sim
P4;4;2;3;48;abdutores;nao;3;15;30;condicionamento;sim
P4;4;2;4;45;adutores;nao;3;15;30;condicionamento;sim
P4;4;2;5;49;panturrilha;nao;3;15;30;condicionamento;sim
P4;4;2;6;50;panturrilha;nao;2;20;25;condicionamento;sim
P4;4;3;1;60;biceps;nao;3;12;40;condicionamento;sim
P4;4;3;2;68;triceps;nao;3;12;40;condicionamento;sim
P4;4;3;3;62;biceps;nao;3;12;40;condicionamento;sim
P4;4;3;4;59;ombro;nao;3;15;30;condicionamento;sim
P4;4;3;5;64;triceps;nao;3;15;30;condicionamento;sim
P4;4;3;6;65;triceps;nao;3;15;30;condicionamento;sim
P4;4;4;1;56;peito;nao;3;12;45;condicionamento;sim
P4;4;4;2;70;costas;sim;2;12;40;condicionamento;sim
P4;4;4;3;77;costas;nao;3;12;40;condicionamento;sim
P4;4;4;4;47;gluteos;sim;2;12;40;condicionamento;sim
P4;4;4;5;54;peito;nao;3;15;30;condicionamento;sim
P4;4;4;6;49;panturrilha;nao;3;15;25;condicionamento;sim
P4;4;5;1;42;quadriceps;nao;3;12;45;condicionamento;sim
P4;4;5;2;44;isquiotibiais;nao;3;12;45;condicionamento;sim
P4;4;5;3;61;biceps;nao;3;12;40;condicionamento;sim
P4;4;5;4;66;triceps;nao;3;12;40;condicionamento;sim
P4;4;5;5;48;abdutores;nao;3;15;30;condicionamento;sim
P4;4;5;6;63;biceps;nao;3;15;30;condicionamento;sim
P4;5;1;1;73;costas;nao;3;12;45;condicionamento;sim
P4;5;1;2;75;costas;nao;3;12;45;condicionamento;sim
P4;5;1;3;53;peito;nao;3;15;40;condicionamento;sim
P4;5;1;4;76;costas;nao;3;12;45;condicionamento;sim
P4;5;1;5;68;triceps;nao;3;15;35;condicionamento;sim
P4;5;1;6;55;peito;nao;2;15;35;condicionamento;sim
P4;5;2;1;42;quadriceps;nao;3;15;45;condicionamento;sim
P4;5;2;2;44;isquiotibiais;nao;3;12;45;condicionamento;sim
P4;5;2;3;49;panturrilha;nao;3;15;40;condicionamento;sim
P4;5;2;4;48;abdutores;nao;3;15;40;condicionamento;sim
P4;5;2;5;50;panturrilha;nao;2;20;30;condicionamento;sim
P4;5;2;6;45;adutores;nao;2;15;35;condicionamento;sim
P4;5;3;1;77;costas;nao;3;12;45;condicionamento;sim
P4;5;3;2;75;costas;nao;3;12;45;condicionamento;sim
P4;5;3;3;59;ombro;nao;3;15;40;condicionamento;sim
P4;5;3;4;62;biceps;nao;3;15;40;condicionamento;sim
P4;5;3;5;76;costas;nao;2;12;40;condicionamento;sim
P4;5;3;6;63;biceps;nao;2;15;35;condicionamento;sim
P4;5;4;1;42;quadriceps;nao;3;15;45;condicionamento;sim
P4;5;4;2;56;peito;nao;3;15;40;condicionamento;sim
P4;5;4;3;44;isquiotibiais;nao;3;12;45;condicionamento;sim
P4;5;4;4;65;triceps;nao;3;15;40;condicionamento;sim
P4;5;4;5;54;peito;nao;2;15;35;condicionamento;sim
P4;5;4;6;66;triceps;nao;2;15;30;condicionamento;sim
P4;5;5;1;73;costas;nao;3;12;45;condicionamento;sim
P4;5;5;2;60;biceps;nao;3;15;40;condicionamento;sim
P4;5;5;3;59;ombro;nao;3;15;40;condicionamento;sim
P4;5;5;4;61;biceps;nao;2;15;35;condicionamento;sim
P4;5;5;5;49;panturrilha;nao;3;15;40;condicionamento;sim
P4;5;5;6;77;costas;nao;2;12;35;condicionamento;sim
P4;6;1;1;53;peito;nao;3;12;45;condicionamento;sim
P4;6;1;2;75;costas;nao;3;12;45;condicionamento;sim
P4;6;1;3;54;peito;nao;3;12;40;condicionamento;sim
P4;6;1;4;76;costas;nao;3;12;40;condicionamento;sim
P4;6;1;5;49;panturrilha;nao;3;15;30;condicionamento;sim
P4;6;2;1;42;quadriceps;nao;3;14;50;condicionamento;sim
P4;6;2;2;44;isquiotibiais;nao;3;12;45;condicionamento;sim
P4;6;2;3;48;abdutores;nao;3;12;40;condicionamento;sim
P4;6;2;4;45;adutores;nao;3;12;40;condicionamento;sim
P4;6;2;5;50;panturrilha;nao;2;15;30;condicionamento;sim
P4;6;3;1;60;biceps;nao;3;12;40;condicionamento;sim
P4;6;3;2;68;triceps;nao;3;12;40;condicionamento;sim
P4;6;3;3;62;biceps;nao;3;12;40;condicionamento;sim
P4;6;3;4;65;triceps;nao;3;12;40;condicionamento;sim
P4;6;3;5;59;ombro;nao;3;12;35;condicionamento;sim
P4;6;4;1;55;peito;nao;3;12;40;condicionamento;sim
P4;6;4;2;73;costas;nao;3;12;45;condicionamento;sim
P4;6;4;3;56;peito;nao;3;12;40;condicionamento;sim
P4;6;4;4;77;costas;nao;3;12;40;condicionamento;sim
P4;6;4;5;49;panturrilha;nao;2;15;30;condicionamento;sim
P4;6;5;1;61;biceps;nao;3;12;35;condicionamento;sim
P4;6;5;2;64;triceps;nao;3;12;35;condicionamento;sim
P4;6;5;3;63;biceps;nao;3;12;35;condicionamento;sim
P4;6;5;4;66;triceps;nao;3;12;35;condicionamento;sim
P4;6;5;5;50;panturrilha;nao;2;15;30;condicionamento;sim
P4;7;1;1;53;peito;nao;3;12;45;condicionamento;sim
P4;7;1;2;75;costas;nao;3;12;45;condicionamento;sim
P4;7;1;3;54;peito;nao;3;15;30;condicionamento;sim
P4;7;1;4;76;costas;nao;3;15;30;condicionamento;sim
P4;7;1;5;55;peito;nao;2;15;30;condicionamento;sim
P4;7;2;1;42;quadriceps;nao;3;15;45;condicionamento;sim
P4;7;2;2;44;isquiotibiais;nao;3;15;45;condicionamento;sim
P4;7;2;3;48;abdutores;nao;3;15;30;condicionamento;sim
P4;7;2;4;45;adutores;nao;3;15;30;condicionamento;sim
P4;7;2;5;49;panturrilha;nao;2;20;20;condicionamento;sim
P4;7;3;1;60;biceps;nao;3;12;45;condicionamento;sim
P4;7;3;2;68;triceps;nao;3;12;45;condicionamento;sim
P4;7;3;3;59;ombro;nao;3;15;30;condicionamento;sim
P4;7;3;4;62;biceps;nao;3;15;30;condicionamento;sim
P4;7;3;5;69;triceps;nao;2;15;30;condicionamento;sim
P4;7;3;6;50;panturrilha;nao;2;20;20;condicionamento;sim
P4;7;4;1;56;peito;nao;3;12;45;condicionamento;sim
P4;7;4;2;73;costas;nao;3;12;45;condicionamento;sim
P4;7;4;3;54;peito;nao;3;15;30;condicionamento;sim
P4;7;4;4;77;costas;nao;3;15;30;condicionamento;sim
P4;7;4;5;55;peito;nao;2;15;30;condicionamento;sim
P4;7;5;1;42;quadriceps;nao;3;15;45;condicionamento;sim
P4;7;5;2;44;isquiotibiais;nao;3;15;45;condicionamento;sim
P4;7;5;3;61;biceps;nao;3;15;30;condicionamento;sim
P4;7;5;4;65;triceps;nao;3;15;30;condicionamento;sim
P4;7;5;5;63;biceps;nao;2;15;20;condicionamento;sim
P4;7;5;6;66;triceps;nao;2;15;20;condicionamento;sim
P4;8;1;1;53;peito;nao;3;15;40;condicionamento;sim
P4;8;1;2;75;costas;nao;3;15;40;condicionamento;sim
P4;8;1;3;54;peito;nao;3;16;35;condicionamento;sim
P4;8;1;4;76;costas;nao;3;15;35;condicionamento;sim
P4;8;1;5;55;peito;nao;2;16;30;condicionamento;sim
P4;8;2;1;42;quadriceps;nao;3;16;40;condicionamento;sim
P4;8;2;2;44;isquiotibiais;nao;3;15;40;condicionamento;sim
P4;8;2;3;48;abdutores;nao;3;15;35;condicionamento;sim
P4;8;2;4;45;adutores;nao;3;15;35;condicionamento;sim
P4;8;2;5;49;panturrilha;nao;3;18;30;condicionamento;sim
P4;8;3;1;62;biceps;nao;3;15;35;condicionamento;sim
P4;8;3;2;68;triceps;nao;3;15;35;condicionamento;sim
P4;8;3;3;59;ombro;nao;3;15;35;condicionamento;sim
P4;8;3;4;63;biceps;nao;3;14;30;condicionamento;sim
P4;8;3;5;66;triceps;nao;2;16;30;condicionamento;sim
P4;8;4;1;73;costas;nao;3;15;40;condicionamento;sim
P4;8;4;2;56;peito;nao;3;15;35;condicionamento;sim
P4;8;4;3;77;costas;nao;3;16;35;condicionamento;sim
P4;8;4;4;61;biceps;nao;3;14;30;condicionamento;sim
P4;8;4;5;65;triceps;nao;3;15;30;condicionamento;sim
P4;8;5;1;42;quadriceps;nao;3;18;35;condicionamento;sim
P4;8;5;2;44;isquiotibiais;nao;3;16;35;condicionamento;sim
P4;8;5;3;48;abdutores;nao;3;16;30;condicionamento;sim
P4;8;5;4;50;panturrilha;nao;3;18;30;condicionamento;sim
P4;8;5;5;45;adutores;nao;2;15;30;condicionamento;sim
P4;9;1;1;53;peito;nao;3;15;45;condicionamento;sim
P4;9;1;2;73;costas;nao;3;15;45;condicionamento;sim
P4;9;1;3;54;peito;nao;3;15;40;condicionamento;sim
P4;9;1;4;77;costas;nao;3;15;40;condicionamento;sim
P4;9;1;5;55;peito;nao;2;15;35;condicionamento;sim
P4;9;2;1;42;quadriceps;nao;3;15;45;condicionamento;sim
P4;9;2;2;44;isquiotibiais;nao;3;15;45;condicionamento;sim
P4;9;2;3;48;abdutores;nao;3;15;40;condicionamento;sim
P4;9;2;4;45;adutores;nao;3;15;40;condicionamento;sim
P4;9;2;5;49;panturrilha;nao;2;18;30;condicionamento;sim
P4;9;3;1;60;biceps;nao;3;15;40;condicionamento;sim
P4;9;3;2;68;triceps;nao;3;15;40;condicionamento;sim
P4;9;3;3;62;biceps;nao;3;15;40;condicionamento;sim
P4;9;3;4;59;ombro;nao;3;15;40;condicionamento;sim
P4;9;3;5;64;triceps;nao;2;15;35;condicionamento;sim
P4;9;3;6;50;panturrilha;nao;2;18;30;condicionamento;sim
P4;9;4;1;75;costas;nao;3;15;45;condicionamento;sim
P4;9;4;2;76;costas;nao;3;15;40;condicionamento;sim
P4;9;4;3;73;costas;nao;3;15;40;condicionamento;sim
P4;9;4;4;44;isquiotibiais;nao;3;15;40;condicionamento;sim
P4;9;4;5;49;panturrilha;nao;2;18;30;condicionamento;sim
P4;9;5;1;42;quadriceps;nao;3;15;45;condicionamento;sim
P4;9;5;2;61;biceps;nao;3;15;40;condicionamento;sim
P4;9;5;3;65;triceps;nao;3;15;40;condicionamento;sim
P4;9;5;4;48;abdutores;nao;3;15;40;condicionamento;sim
P4;9;5;5;63;biceps;nao;2;15;35;condicionamento;sim
P4;10;1;1;53;peito;nao;3;15;45;condicionamento;sim
P4;10;1;2;75;costas;nao;3;15;45;condicionamento;sim
P4;10;1;3;60;biceps;nao;3;15;40;condicionamento;sim
P4;10;1;4;54;peito;nao;2;15;35;condicionamento;sim
P4;10;1;5;62;biceps;nao;2;15;35;condicionamento;sim
P4;10;2;1;42;quadriceps;nao;3;18;45;condicionamento;sim
P4;10;2;2;44;isquiotibiais;nao;3;15;40;condicionamento;sim
P4;10;2;3;48;abdutores;nao;3;15;40;condicionamento;sim
P4;10;2;4;49;panturrilha;nao;2;18;35;condicionamento;sim
P4;10;2;5;45;adutores;nao;2;15;30;condicionamento;sim
P4;10;3;1;59;ombro;nao;3;15;45;condicionamento;sim
P4;10;3;2;76;costas;nao;3;15;40;condicionamento;sim
P4;10;3;3;68;triceps;nao;3;15;40;condicionamento;sim
P4;10;3;4;65;triceps;nao;2;15;35;condicionamento;sim
P4;10;3;5;77;costas;nao;2;15;35;condicionamento;sim
P4;10;4;1;55;peito;nao;3;15;45;condicionamento;sim
P4;10;4;2;42;quadriceps;nao;3;16;45;condicionamento;sim
P4;10;4;3;63;biceps;nao;3;15;40;condicionamento;sim
P4;10;4;4;56;peito;nao;2;15;40;condicionamento;sim
P4;10;4;5;50;panturrilha;nao;2;18;30;condicionamento;sim
P4;10;5;1;73;costas;nao;3;15;45;condicionamento;sim
P4;10;5;2;44;isquiotibiais;nao;3;15;40;condicionamento;sim
P4;10;5;3;66;triceps;nao;3;15;40;condicionamento;sim
P4;10;5;4;61;biceps;nao;2;15;35;condicionamento;sim
P4;10;5;5;69;triceps;nao;2;15;30;condicionamento;sim
