perfil;rodada;dia;posicao_no_dia;id_exercicio;grupo_muscular;sob_cautela;qtd_series;qtd_repeticoes;tempo_descanso_s;objetivo;dentro_da_faixa_literatura
P4;1;3;5;62;biceps;nao;2;15;20;condicionamento;sim
P4;1;4;1;73;costas;nao;4;15;30;condicionamento;sim
P4;1;4;2;55;peito;nao;4;15;30;condicionamento;sim
P4;1;4;3;61;biceps;nao;3;15;25;condicionamento;sim
P4;1;4;4;56;peito;nao;3;15;25;condicionamento;sim
P4;1;4;5;76;costas;nao;2;15;20;condicionamento;sim
P4;1;5;1;42;quadriceps;nao;4;15;30;condicionamento;sim
P4;1;5;2;44;isquiotibiais;nao;4;15;28;condicionamento;sim
P4;1;5;3;69;triceps;nao;3;15;25;condicionamento;sim
P4;1;5;4;63;biceps;nao;3;15;20;condicionamento;sim
P4;1;5;5;49;panturrilha;nao;2;15;20;condicionamento;sim
P4;2;1;1;53;peito;nao;3;15;30;condicionamento;sim
P4;2;1;2;73;costas;nao;3;15;30;condicionamento;sim
P4;2;1;3;54;peito;nao;3;15;25;condicionamento;sim
P4;2;1;4;75;costas;nao;3;15;25;condicionamento;sim
P4;2;1;5;48;abdutores;nao;2;15;20;condicionamento;sim
P4;2;2;1;60;biceps;nao;3;15;30;condicionamento;sim
P4;2;2;2;68;triceps;nao;3;15;30;condicionamento;sim
P4;2;2;3;62;biceps;nao;3;15;25;condicionamento;sim
P4;2;2;4;65;triceps;nao;3;15;25;condicionamento;sim
P4;2;2;5;49;panturrilha;nao;2;16;20;condicionamento;sim
P4;2;3;1;76;costas;nao;3;15;30;condicionamento;sim
P4;2;3;2;73;costas;nao;3;15;30;condicionamento;sim
P4;2;3;3;59;ombro;nao;3;15;25;condicionamento;sim
P4;2;3;4;77;costas;nao;3;15;25;condicionamento;sim
P4;2;3;5;45;adutores;nao;2;15;20;condicionamento;sim
P4;2;4;1;55;peito;nao;3;15;30;condicionamento;sim
P4;2;4;2;56;peito;nao;3;15;30;condicionamento;sim
P4;2;4;3;61;biceps;nao;3;15;25;condicionamento;sim
P4;2;4;4;63;biceps;nao;3;15;25;condicionamento;sim
P4;2;4;5;44;isquiotibiais;nao;2;15;20;condicionamento;sim
P4;2;5;1;64;triceps;nao;3;15;30;condicionamento;sim
P4;2;5;2;75;costas;nao;3;15;30;condicionamento;sim
P4;2;5;3;66;triceps;nao;3;15;25;condicionamento;sim
P4;2;5;4;59;ombro;nao;3;15;25;condicionamento;sim
P4;2;5;5;50;panturrilha;nao;2;16;20;condicionamento;sim
P4;3;1;1;53;peito;nao;4;15;30;condicionamento;sim
P4;3;1;2;55;peito;nao;3;15;25;condicionamento;sim
P4;3;1;3;62;biceps;nao;3;15;25;condicionamento;sim
P4;3;1;4;60;biceps;nao;3;15;25;condicionamento;sim
P4;3;1;5;48;abdutores;nao;3;15;20;condicionamento;sim
P4;3;2;1;73;costas;nao;4;15;30;condicionamento;sim
P4;3;2;2;75;costas;nao;3;15;25;condicionamento;sim
P4;3;2;3;76;costas;nao;3;15;25;condicionamento;sim
P4;3;2;4;68;triceps;nao;3;15;25;condicionamento;sim
P4;3;2;5;64;triceps;nao;3;15;20;condicionamento;sim
P4;3;3;1;42;quadriceps;nao;4;15;30;condicionamento;sim
P4;3;3;2;44;isquiotibiais;nao;3;15;25;condicionamento;sim
P4;3;3;3;49;panturrilha;nao;3;15;20;condicionamento;sim
P4;3;3;4;50;panturrilha;nao;3;15;20;condicionamento;sim
P4;3;4;1;54;peito;nao;4;15;30;condicionamento;sim
P4;3;4;2;56;peito;nao;3;15;25;condicionamento;sim
P4;3;4;3;59;ombro;nao;3;15;25;condicionamento;sim
P4;3;4;4;63;biceps;nao;3;15;25;condicionamento;sim
P4;3;4;5;45;adutores;nao;3;15;20;condicionamento;sim
P4;3;5;1;77;costas;nao;4;15;30;condicionamento;sim
P4;3;5;2;61;biceps;nao;3;15;25;condicionamento;sim
P4;3;5;3;65;triceps;nao;3;15;25;condicionamento;sim
P4;3;5;4;69;triceps;nao;3;15;20;condicionamento;sim
P4;3;5;5;66;triceps;nao;3;15;20;condicionamento;sim
P4;4;1;1;53;peito;nao;4;15;30;condicionamento;sim
P4;4;1;2;75;costas;nao;4;15;30;condicionamento;sim
P4;4;1;3;42;quadriceps;nao;4;15;30;condicionamento;sim
P4;4;1;4;44;isquiotibiais;nao;3;15;25;condicionamento;sim
P4;4;1;5;55;peito;nao;3;15;20;condicionamento;sim
P4;4;2;1;73;costas;nao;4;15;30;condicionamento;sim
P4;4;2;2;76;costas;nao;4;15;30;condicionamento;sim
P4;4;2;3;60;biceps;nao;3;15;25;condicionamento;sim
P4;4;2;4;62;biceps;nao;3;15;25;condicionamento;sim
P4;4;2;5;49;panturrilha;nao;3;15;20;condicionamento;sim
P4;4;3;1;56;peito;nao;4;15;30;condicionamento;sim
P4;4;3;2;54;peito;nao;4;15;30;condicionamento;sim
P4;4;3;3;68;triceps;nao;4;15;25;condicionamento;sim
P4;4;3;4;65;triceps;nao;3;15;25;condicionamento;sim
P4;4;3;5;48;abdutores;nao;3;15;20;condicionamento;sim
P4;4;4;1;75;costas;nao;4;15;30;condicionamento;sim
P4;4;4;2;77;costas;nao;4;15;30;condicionamento;sim
P4;4;4;3;61;biceps;nao;3;15;25;condicionamento;sim
P4;4;4;4;59;ombro;nao;3;15;25;condicionamento;sim
P4;4;4;5;63;biceps;nao;3;15;20;condicionamento;sim
P4;4;5;1;42;quadriceps;nao;4;15;30;condicionamento;sim
P4;4;5;2;44;isquiotibiais;nao;4;15;30;condicionamento;sim
P4;4;5;3;64;triceps;nao;3;15;25;condicionamento;sim
P4;4;5;4;66;triceps;nao;3;15;25;condicionamento;sim
P4;4;5;5;50;panturrilha;nao;3;15;20;condicionamento;sim
P4;5;1;1;73;costas;nao;4;15;30;condicionamento;sim
P4;5;1;2;53;peito;nao;4;15;30;condicionamento;sim
P4;5;1;3;76;costas;nao;3;15;25;condicionamento;sim
P4;5;1;4;55;peito;nao;3;15;25;condicionamento;sim
P4;5;1;5;48;abdutores;nao;3;15;20;condicionamento;sim
P4;5;2;1;42;quadriceps;nao;4;15;35;condicionamento;sim
P4;5;2;2;62;biceps;nao;4;15;25;condicionamento;sim
P4;5;2;3;61;biceps;nao;3;15;25;condicionamento;sim
P4;5;2;4;49;panturrilha;nao;3;15;20;condicionamento;sim
P4;5;2;5;60;biceps;nao;3;15;20;condicionamento;sim
P4;5;3;1;75;costas;nao;4;15;30;condicionamento;sim
P4;5;3;2;59;ombro;nao;4;15;28;condicionamento;sim
P4;5;3;3;77;costas;nao;3;15;25;condicionamento;sim
P4;5;3;4;45;adutores;nao;3;15;20;condicionamento;sim
P4;5;4;1;56;peito;nao;4;15;30;condicionamento;sim
P4;5;4;2;68;triceps;nao;4;15;25;condicionamento;sim
P4;5;4;3;54;peito;nao;3;15;25;condicionamento;sim
P4;5;4;4;65;triceps;nao;3;15;20;condicionamento;sim
P4;5;4;5;44;isquiotibiais;nao;3;15;20;condicionamento;sim
P4;5;5;1;63;biceps;nao;3;15;25;condicionamento;sim
P4;5;5;2;66;triceps;nao;3;15;25;condicionamento;sim
P4;5;5;3;50;panturrilha;nao;3;15;20;condicionamento;sim
P4;5;5;4;69;triceps;nao;3;15;20;condicionamento;sim
P4;6;1;1;53;peito;nao;4;15;30;condicionamento;sim
P4;6;1;2;75;costas;nao;4;15;30;condicionamento;sim
P4;6;1;3;54;peito;nao;3;15;25;condicionamento;sim
P4;6;1;4;76;costas;nao;3;15;25;condicionamento;sim
P4;6;1;5;49;panturrilha;nao;3;15;20;condicionamento;sim
P4;6;2;1;42;quadriceps;nao;4;15;30;condicionamento;sim
P4;6;2;2;44;isquiotibiais;nao;4;15;30;condicionamento;sim
P4;6;2;3;48;abdutores;nao;3;15;25;condicionamento;sim
P4;6;2;4;45;adutores;nao;3;15;25;condicionamento;sim
P4;6;2;5;50;panturrilha;nao;3;15;20;condicionamento;sim
P4;6;3;1;60;biceps;nao;4;15;30;condicionamento;sim
P4;6;3;2;68;triceps;nao;4;15;30;condicionamento;sim
P4;6;3;3;62;biceps;nao;3;15;25;condicionamento;sim
P4;6;3;4;59;ombro;nao;3;15;25;condicionamento;sim
P4;6;3;5;69;triceps;nao;3;15;20;condicionamento;sim
P4;6;4;1;73;costas;nao;4;15;30;condicionamento;sim
P4;6;4;2;55;peito;nao;4;15;30;condicionamento;sim
P4;6;4;3;77;costas;nao;3;15;25;condicionamento;sim
P4;6;4;4;56;peito;nao;3;15;25;condicionamento;sim
P4;6;4;5;49;panturrilha;nao;3;15;20;condicionamento;sim
P4;6;5;1;42;quadriceps;nao;4;15;30;condicionamento;sim
P4;6;5;2;61;biceps;nao;4;15;30;condicionamento;sim
P4;6;5;3;44;isquiotibiais;nao;3;15;25;condicionamento;sim
P4;6;5;4;63;biceps;nao;3;15;25;condicionamento;sim
P4;6;5;5;65;triceps;nao;3;15;20;condicionamento;sim
P4;7;1;1;53;peito;nao;3;15;30;condicionamento;sim
P4;7;1;2;75;costas;nao;3;15;30;condicionamento;sim
P4;7;1;3;54;peito;nao;3;15;25;condicionamento;sim
P4;7;1;4;77;costas;nao;3;15;25;condicionamento;sim
P4;7;1;5;55;peito;nao;2;15;20;condicionamento;sim
P4;7;2;1;42;quadriceps;nao;3;15;30;condicionamento;sim
P4;7;2;2;44;isquiotibiais;nao;3;15;30;condicionamento;sim
P4;7;2;3;48;abdutores;nao;3;15;25;condicionamento;sim
P4;7;2;4;45;adutores;nao;3;15;25;condicionamento;sim
P4;7;2;5;49;panturrilha;nao;2;16;20;condicionamento;sim
P4;7;3;1;62;biceps;nao;3;15;30;condicionamento;sim
P4;7;3;2;68;triceps;nao;3;15;30;condicionamento;sim
P4;7;3;3;59;ombro;nao;3;15;25;condicionamento;sim
P4;7;3;4;60;biceps;nao;3;15;25;condicionamento;sim
P4;7;3;5;65;triceps;nao;2;15;20;condicionamento;sim
P4;7;4;1;73;costas;nao;3;15;30;condicionamento;sim
P4;7;4;2;56;peito;nao;3;15;30;condicionamento;sim
P4;7;4;3;76;costas;nao;3;15;25;condicionamento;sim
P4;7;4;4;42;quadriceps;nao;3;15;25;condicionamento;sim
P4;7;4;5;50;panturrilha;nao;2;16;20;condicionamento;sim
P4;7;5;1;61;biceps;nao;3;15;30;condicionamento;sim
P4;7;5;2;64;triceps;nao;3;15;30;condicionamento;sim
P4;7;5;3;63;biceps;nao;3;15;25;condicionamento;sim
P4;7;5;4;48;abdutores;nao;3;15;25;condicionamento;sim
P4;7;5;5;66;triceps;nao;2;15;20;condicionamento;sim
P4;8;1;1;53;peito;nao;3;15;30;condicionamento;sim
P4;8;1;2;73;costas;nao;3;15;30;condicionamento;sim
P4;8;1;3;54;peito;nao;3;15;25;condicionamento;sim
P4;8;1;4;76;costas;nao;3;15;25;condicionamento;sim
P4;8;1;5;55;peito;nao;2;15;20;condicionamento;sim
P4;8;2;1;42;quadriceps;nao;3;15;30;condicionamento;sim
P4;8;2;2;44;isquiotibiais;nao;3;15;30;condicionamento;sim
P4;8;2;3;48;abdutores;nao;3;15;25;condicionamento;sim
P4;8;2;4;45;adutores;nao;3;15;25;condicionamento;sim
P4;8;2;5;49;panturrilha;nao;3;15;20;condicionamento;sim
P4;8;3;1;60;biceps;nao;3;15;30;condicionamento;sim
P4;8;3;2;64;triceps;nao;3;15;30;condicionamento;sim
P4;8;3;3;59;ombro;nao;3;15;25;condicionamento;sim
P4;8;3;4;62;biceps;nao;3;15;25;condicionamento;sim
P4;8;3;5;68;triceps;nao;2;15;20;condicionamento;sim
P4;8;4;1;75;costas;nao;3;15;30;condicionamento;sim
P4;8;4;2;47;gluteos;sim;2;15;30;condicionamento;sim
P4;8;4;3;77;costas;nao;3;15;25;condicionamento;sim
P4;8;4;4;50;panturrilha;nao;3;15;20;condicionamento;sim
P4;8;5;1;56;peito;nao;3;15;30;condicionamento;sim
P4;8;5;2;61;biceps;nao;3;15;30;condicionamento;sim
P4;8;5;3;65;triceps;nao;3;15;25;condicionamento;sim
P4;8;5;4;63;biceps;nao;3;15;25;condicionamento;sim
P4;8;5;5;66;triceps;nao;2;15;20;condicionamento;sim
P4;9;1;1;53;peito;nao;3;15;30;condicionamento;sim
P4;9;1;2;73;costas;nao;3;15;30;condicionamento;sim
P4;9;1;3;62;biceps;nao;3;15;25;condicionamento;sim
P4;9;1;4;55;peito;nao;2;15;25;condicionamento;sim
P4;9;1;5;63;biceps;nao;2;15;20;condicionamento;sim
P4;9;2;1;42;quadriceps;nao;3;15;30;condicionamento;sim
P4;9;2;2;44;isquiotibiais;nao;3;15;30;condicionamento;sim
P4;9;2;3;48;abdutores;nao;3;15;25;condicionamento;sim
P4;9;2;4;45;adutores;nao;2;15;25;condicionamento;sim
P4;9;2;5;49;panturrilha;nao;2;15;20;condicionamento;sim
P4;9;3;1;59;ombro;nao;3;15;30;condicionamento;sim
P4;9;3;2;76;costas;nao;3;15;30;condicionamento;sim
P4;9;3;3;68;triceps;nao;3;15;25;condicionamento;sim
P4;9;3;4;75;costas;nao;2;15;25;condicionamento;sim
P4;9;3;5;65;triceps;nao;2;15;20;condicionamento;sim
P4;9;4;1;56;peito;nao;3;15;30;condicionamento;sim
P4;9;4;2;60;biceps;nao;3;15;30;condicionamento;sim
P4;9;4;3;42;quadriceps;nao;3;15;25;condicionamento;sim
P4;9;4;4;54;peito;nao;2;15;25;condicionamento;sim
P4;9;4;5;50;panturrilha;nao;2;15;20;condicionamento;sim
P4;9;5;1;75;costas;nao;3;15;30;condicionamento;sim
P4;9;5;2;77;costas;nao;3;15;30;condicionamento;sim
P4;9;5;3;69;triceps;nao;3;15;25;condicionamento;sim
P4;9;5;4;61;biceps;nao;2;15;25;condicionamento;sim
P4;9;5;5;66;triceps;nao;2;15;20;condicionamento;sim
